USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
VA	5130176	02389822	Gainesville CDP	57	S	26191553	1467773	10.113	0.567	38.793191	-77.642243                                                                                                             
VA	5130208	01498426	Galax city	25	A	21332077	105290	8.236	0.041	36.66564	-80.914308                                                                                                                     
VA	5130384	02584849	Gargatha CDP	57	S	7662856	61116	2.959	0.024	37.790901	-75.57685                                                                                                                     
VA	5130480	02584850	Gasburg CDP	57	S	14674530	2552023	5.666	0.985	36.557604	-77.872928                                                                                                                  
VA	5130496	02390201	Gate City town	43	A	10310067	96986	3.981	0.037	36.646139	-82.578387                                                                                                                 
VA	5130618	02584851	George Mason CDP	57	S	6573343	35092	2.538	0.014	38.831513	-77.302406                                                                                                                
VA	5131056	02390205	Glade Spring town	43	A	3148473	803	1.216	0.	36.789944	-81.772253                                                                                                                    
VA	5131136	02390206	Glasgow town	43	A	3952739	12282	1.526	0.005	37.631771	-79.458255                                                                                                                    
VA	5131200	02389846	Glen Allen CDP	57	S	22787450	178260	8.798	0.069	37.665873	-77.484349                                                                                                                
VA	5131376	02390209	Glen Lyn town	43	A	1580725	204996	0.61	0.079	37.372669	-80.858936                                                                                                                   
VA	5131488	02629770	Glenvar CDP	57	S	3612625	76211	1.395	0.029	37.276191	-80.126362                                                                                                                     
VA	5131504	02807410	Glen Wilton CDP	57	S	1110078	17642	0.429	0.007	37.756032	-79.82184                                                                                                                  
VA	5131608	02389856	Gloucester Courthouse CDP	57	S	18059394	511275	6.973	0.197	37.403541	-76.523505                                                                                                     
VA	5131616	02389857	Gloucester Point CDP	57	S	24352314	18045661	9.402	6.967	37.270274	-76.497368                                                                                                        
VA	5131808	02629024	Goochland CDP	57	S	11676574	131016	4.508	0.051	37.697075	-77.893651                                                                                                                 
VA	5131912	02804163	Goose Creek Village CDP	57	S	978514	0	0.378	0.	39.043103	-77.52544                                                                                                                  
VA	5131936	02390212	Gordonsville town	43	A	2455828	4049	0.948	0.002	38.135552	-78.187406                                                                                                                
VA	5131952	02807419	Gore CDP	57	S	2272307	528	0.877	0.	39.262795	-78.328212                                                                                                                             
VA	5131968	02390213	Goshen town	43	A	4475745	152608	1.728	0.059	37.989969	-79.507795                                                                                                                    
VA	5132320	02630777	Gratton CDP	57	S	14072017	12102	5.433	0.005	37.134728	-81.426759                                                                                                                    
VA	5132496	02389867	Great Falls CDP	57	S	65675729	621561	25.358	0.24	39.012357	-77.301942                                                                                                               
VA	5132498	02813260	Great Falls Crossing CDP	57	S	1544252	5006	0.596	0.002	38.981208	-77.324423                                                                                                         
VA	5132560	02584852	Greenbackville CDP	57	S	1340010	60233	0.517	0.023	38.010003	-75.385368                                                                                                              
VA	5132592	02584853	Greenbriar CDP	57	S	4029290	21412	1.556	0.008	38.871638	-77.399054                                                                                                                  
VA	5132624	02584854	Greenbush CDP	57	S	2576632	0	0.995	0.	37.73977	-75.679665                                                                                                                           
VA	5132944	02389883	Greenville CDP	57	S	9471188	51471	3.657	0.02	38.00345	-79.153862                                                                                                                    
VA	5133232	02390220	Gretna town	43	A	4323407	52212	1.669	0.02	36.949548	-79.362605                                                                                                                      
VA	5133488	02390221	Grottoes town	43	A	5281014	91008	2.039	0.035	38.269704	-78.825905                                                                                                                   
VA	5133584	02389886	Groveton CDP	57	S	11257394	293532	4.347	0.113	38.74979	-77.1074                                                                                                                     
VA	5133648	02390222	Grundy town	43	A	12913513	139587	4.986	0.054	37.267179	-82.094599                                                                                                                   
VA	5133824	02628833	Gwynn CDP	57	S	6073076	7902559	2.345	3.051	37.495638	-76.286585                                                                                                                     
VA	5134064	02390223	Halifax town	43	A	9801194	118637	3.784	0.046	36.761201	-78.927599                                                                                                                   
VA	5134176	02390224	Hallwood town	43	A	611873	0	0.236	0.	37.877429	-75.589516                                                                                                                           
VA	5134240	02390226	Hamilton town	43	A	541463	0	0.209	0.	39.134877	-77.664124                                                                                                                           
VA	5134304	02389892	Hampden-Sydney CDP	57	S	10044630	43247	3.878	0.017	37.244012	-78.475746                                                                                                             
VA	5135000	01498554	Hampton city	25	A	133282615	219667964	51.461	84.814	37.047961	-76.297293                                                                                                            
VA	5135160	02629025	Hanover CDP	57	S	3074675	2683	1.187	0.001	37.772084	-77.375008                                                                                                                      
VA	5135240	02584855	Harborton CDP	57	S	982989	0	0.38	0.	37.659599	-75.833227                                                                                                                            
VA	5135624	01498563	Harrisonburg city	25	A	44908386	131080	17.339	0.051	38.436255	-78.873303                                                                                                            
VA	5135640	02630778	Harriston CDP	57	S	4083971	62407	1.577	0.024	38.208268	-78.82597                                                                                                                    
VA	5135912	02584856	Hayfield CDP	57	S	3320506	166320	1.282	0.064	38.753361	-77.132598                                                                                                                   
VA	5135976	02390236	Haymarket town	43	A	1487412	0	0.574	0.	38.812169	-77.636331                                                                                                                         
VA	5136008	02390237	Haysi town	43	A	9477379	283882	3.659	0.11	37.2159	-82.286741                                                                                                                        
VA	5136216	02629026	Heathsville CDP	57	S	10319792	342119	3.984	0.132	37.911491	-76.478583                                                                                                               
VA	5136445	02629771	Henry Fork CDP	57	S	7046698	35204	2.721	0.014	36.96972	-79.870374                                                                                                                   
VA	5136648	02390244	Herndon town	43	A	11101831	18059	4.286	0.007	38.970412	-77.387073                                                                                                                   
VA	5137032	02389928	Highland Springs CDP	57	S	20651679	832044	7.974	0.321	37.551698	-77.327886                                                                                                          
VA	5137288	02390247	Hillsboro town	43	A	686905	6030	0.265	0.002	39.199788	-77.722604                                                                                                                    
VA	5137336	02390249	Hillsville town	43	A	25221229	27514	9.738	0.011	36.761614	-80.736704                                                                                                                
VA	5137380	02807423	Hilltown CDP	57	S	1435836	0	0.554	0.	36.728969	-80.982197                                                                                                                           
VA	5137432	02807443	Hiltons CDP	57	S	3107509	0	1.2	0.	36.654854	-82.467826                                                                                                                              
VA	5137544	02584857	Hiwassee CDP	57	S	13312855	3596	5.14	0.001	36.971902	-80.694928                                                                                                                     
VA	5137880	02389945	Hollins CDP	57	S	22286388	187975	8.605	0.073	37.344017	-79.952229                                                                                                                   
VA	5138032	02584858	Hollymead CDP	57	S	16726049	187533	6.458	0.072	38.121383	-78.43648                                                                                                                  
VA	5138280	02390250	Honaker town	43	A	4342866	0	1.677	0.	37.015587	-81.968539                                                                                                                           
VA	5138424	01498428	Hopewell city	25	A	26817673	1228128	10.354	0.474	37.29101	-77.298944                                                                                                                
VA	5138504	02584859	Horntown CDP	57	S	13650471	269188	5.27	0.104	37.96608	-75.457005                                                                                                                    
VA	5138552	02389952	Horse Pasture CDP	57	S	24968644	69016	9.64	0.027	36.632239	-79.952264                                                                                                               
VA	5138632	02631243	Hot Springs CDP	57	S	14437555	0	5.574	0.	38.001289	-79.82389                                                                                                                        
VA	5139064	02389960	Huntington CDP	57	S	2924901	101541	1.129	0.039	38.791273	-77.07355                                                                                                                  
VA	5139224	02391236	Hurt town	43	A	9002968	92551	3.476	0.036	37.096375	-79.30334                                                                                                                        
VA	5139259	02813341	Hutchison CDP	57	S	1421085	2004	0.549	0.001	38.963652	-77.410906                                                                                                                    
VA	5139304	02389964	Hybla Valley CDP	57	S	5317179	22729	2.053	0.009	38.746154	-77.079624                                                                                                                
VA	5139448	02389966	Idylwood CDP	57	S	7254632	14664	2.801	0.006	38.889209	-77.204011                                                                                                                    
VA	5139528	02391239	Independence town	43	A	6067956	9979	2.343	0.004	36.627482	-81.149248                                                                                                                
VA	5139544	02629766	Independent Hill CDP	57	S	23091910	104446	8.916	0.04	38.644549	-77.425084                                                                                                           
VA	5139916	02807436	Innovation CDP	57	S	7476588	47352	2.887	0.018	38.753951	-77.524674                                                                                                                  
VA	5139920	02612516	Innsbrook CDP	57	S	11308673	198436	4.366	0.077	37.65368	-77.576459                                                                                                                  
VA	5140024	02391241	Iron Gate town	43	A	855454	48450	0.33	0.019	37.798914	-79.790567                                                                                                                    
VA	5140088	02391242	Irvington town	43	A	3897874	830877	1.505	0.321	37.662372	-76.419998                                                                                                                 
VA	5140216	02628834	Ivanhoe CDP	57	S	6938226	44230	2.679	0.017	36.843173	-80.968729                                                                                                                     
VA	5140232	02391243	Ivor town	43	A	2822080	3801	1.09	0.001	36.901057	-76.894652                                                                                                                         
VA	5140248	02629027	Ivy CDP	57	S	6114881	51266	2.361	0.02	38.063646	-78.59925                                                                                                                           
VA	5140536	02391245	Jarratt town	43	A	3259281	0	1.258	0.	36.815991	-77.468911                                                                                                                           
VA	5141016	02807450	Jewell Ridge CDP	57	S	1072889	0	0.414	0.	37.18577	-81.787371                                                                                                                        
VA	5141144	02389988	Jolivue CDP	57	S	4861274	7076	1.877	0.003	38.111145	-79.068295                                                                                                                      
VA	5141272	02391247	Jonesville town	43	A	2876753	0	1.111	0.	36.687112	-83.115313                                                                                                                        
VA	5141624	02807438	Keezletown CDP	57	S	2135922	2100	0.825	0.001	38.412826	-78.797656                                                                                                                   
VA	5141656	02391250	Keller town	43	A	885824	0	0.342	0.	37.621139	-75.764392                                                                                                                             
VA	5141832	02391251	Kenbridge town	43	A	5971039	0	2.305	0.	36.960859	-78.128382                                                                                                                         
VA	5142104	02389998	Keokee CDP	57	S	12198638	258347	4.71	0.1	36.862488	-82.913671                                                                                                                       
VA	5142216	02807398	Keswick CDP	57	S	5164953	30573	1.994	0.012	38.0145	-78.361573                                                                                                                       
VA	5142264	02391255	Keysville town	43	A	3046199	0	1.176	0.	37.038989	-78.480437                                                                                                                         
VA	5142424	02391256	Kilmarnock town	43	A	8826050	30544	3.408	0.012	37.710736	-76.382853                                                                                                                 
VA	5142501	02804164	Kincora CDP	57	S	1388857	259	0.536	0.	39.039035	-77.436642                                                                                                                          
VA	5142536	02628835	King and Queen Court House CDP	57	S	3181919	11888	1.229	0.005	37.665205	-76.87785                                                                                                   
VA	5142568	02629028	King George CDP	57	S	27904164	119543	10.774	0.046	38.279436	-77.184308                                                                                                              
VA	5142664	02584860	Kings Park CDP	57	S	3368607	61219	1.301	0.024	38.802169	-77.239334                                                                                                                  
VA	5142680	02584861	Kings Park West CDP	57	S	7658671	165718	2.957	0.064	38.814427	-77.295823                                                                                                            
VA	5142746	02584862	Kingstowne CDP	57	S	7427583	98709	2.868	0.038	38.760698	-77.145311                                                                                                                  
VA	5142792	02629029	King William CDP	57	S	11948775	1588	4.613	0.001	37.683228	-77.02976                                                                                                                 
VA	5143176	02391259	La Crosse town	43	A	3166718	0	1.223	0.	36.701388	-78.094452                                                                                                                         
VA	5143224	02584863	Lafayette CDP	57	S	1650826	71665	0.637	0.028	37.233435	-80.204625                                                                                                                   
VA	5143352	02390013	Lake Barcroft CDP	57	S	6301271	574860	2.433	0.222	38.851553	-77.158743                                                                                                              
VA	5143359	02630780	Lake Caroline CDP	57	S	7350097	1127807	2.838	0.435	37.987319	-77.5195                                                                                                               
VA	5143392	02630781	Lake Holiday CDP	57	S	8789106	974774	3.393	0.376	39.307493	-78.325224                                                                                                               
VA	5143420	02630779	Lake Land'Or CDP	57	S	11717159	702382	4.524	0.271	38.017509	-77.553232                                                                                                              
VA	5143424	02390022	Lake Monticello CDP	57	S	22907533	1607913	8.845	0.621	37.919811	-78.331876                                                                                                          
VA	5143430	02628836	Lake of the Woods CDP	57	S	12763698	2080226	4.928	0.803	38.333765	-77.756465                                                                                                        
VA	5143432	02390023	Lake Ridge CDP	57	S	23612098	954947	9.117	0.369	38.686955	-77.305762                                                                                                                
VA	5143464	02390029	Lakeside CDP	57	S	11199791	179169	4.324	0.069	37.613092	-77.477111                                                                                                                  
VA	5143600	02630764	Lake Wilderness CDP	57	S	5376742	244685	2.076	0.094	38.304094	-77.726475                                                                                                            
VA	5143704	02629030	Lancaster CDP	57	S	5693167	19057	2.198	0.007	37.760066	-76.44867                                                                                                                    
VA	5144048	02584864	Lansdowne CDP	57	S	10471463	211134	4.043	0.082	39.085271	-77.48374                                                                                                                  
VA	5144280	02390037	Laurel CDP	57	S	13955715	99584	5.388	0.038	37.636143	-77.507051                                                                                                                     
VA	5144430	02585798	Laurel Hill CDP	57	S	11484063	187412	4.434	0.072	38.705876	-77.243298                                                                                                               
VA	5144476	02390039	Laurel Park CDP	57	S	3373364	15892	1.302	0.006	36.6885	-79.786615                                                                                                                   
VA	5144520	02391263	Lawrenceville town	43	A	2981845	0	1.151	0.	36.7565	-77.853873                                                                                                                       
VA	5144620	02390046	Laymantown CDP	57	S	7574055	28841	2.924	0.011	37.36392	-79.860051                                                                                                                   
VA	5144696	02391265	Lebanon town	43	A	12473482	45148	4.816	0.017	36.899492	-82.078511                                                                                                                   
VA	5144952	02584865	Lee Mont CDP	57	S	1947382	0	0.752	0.	37.779897	-75.680182                                                                                                                           
VA	5144984	02391266	Leesburg town	43	A	32112897	175379	12.399	0.068	39.106291	-77.555244                                                                                                                
VA	5145008	02629768	Leesylvania CDP	57	S	11936430	633809	4.609	0.245	38.608262	-77.282893                                                                                                               
VA	5145512	01789071	Lexington city	25	A	6473000	67783	2.499	0.026	37.782332	-79.44432                                                                                                                   
VA	5145784	02390070	Lincolnia CDP	57	S	12275785	78106	4.74	0.03	38.815789	-77.154271                                                                                                                    
VA	5145957	02390077	Linton Hall CDP	57	S	32964891	390294	12.728	0.151	38.752585	-77.57595                                                                                                               
VA	5145960	02807439	Linville CDP	57	S	1475795	934	0.57	0.	38.516637	-78.835057                                                                                                                          
VA	5146328	02390084	Loch Lomond CDP	57	S	1861064	1446	0.719	0.001	38.780711	-77.482033                                                                                                                  
VA	5146456	02584866	Locust Mount CDP	57	S	730719	0	0.282	0.	37.612415	-75.701735                                                                                                                        
VA	5146760	02584867	Long Branch CDP	57	S	6400570	15957	2.471	0.006	38.830539	-77.269975                                                                                                                 
VA	5147064	02390093	Lorton CDP	57	S	13796156	178670	5.327	0.069	38.698722	-77.216649                                                                                                                    
VA	5147136	02584868	Loudoun Valley Estates CDP	57	S	7265366	55467	2.805	0.021	38.980486	-77.509208                                                                                                      
VA	5147144	02391275	Louisa town	43	A	4706671	37057	1.817	0.014	38.016624	-77.999737                                                                                                                     
VA	5147208	02391276	Lovettsville town	43	A	2186866	8354	0.844	0.003	39.269819	-77.640388                                                                                                                
VA	5147224	02584869	Lovingston CDP	57	S	10445455	859	4.033	0.	37.763884	-78.859696                                                                                                                      
VA	5147296	02584870	Lowes Island CDP	57	S	7814511	373402	3.017	0.144	39.049173	-77.354761                                                                                                               
VA	5147352	02390094	Low Moor CDP	57	S	2924958	99203	1.129	0.038	37.797907	-79.868961                                                                                                                    
VA	5147496	02628837	Lunenburg CDP	57	S	5535631	0	2.137	0.	36.958465	-78.268238                                                                                                                          
VA	5147528	02391279	Luray town	43	A	12558248	77164	4.849	0.03	38.664809	-78.455029                                                                                                                      
VA	5147672	01498429	Lynchburg city	25	A	126848431	1422888	48.976	0.549	37.399016	-79.195458                                                                                                             
VA	5147720	02390102	Lyndhurst CDP	57	S	15624902	128780	6.033	0.05	38.023382	-78.949846                                                                                                                  
VA	5148184	02807425	McDowell CDP	57	S	2641527	1200	1.02	0.	38.341913	-79.505289                                                                                                                         
VA	5148232	02807440	McGaheysville CDP	57	S	2210695	1666	0.854	0.001	38.372857	-78.732601                                                                                                                
VA	5148344	02391293	McKenney town	43	A	2403030	0	0.928	0.	36.985367	-77.721909                                                                                                                          
VA	5148376	02389462	McLean CDP	57	S	64224680	265287	24.797	0.102	38.943545	-77.192913                                                                                                                   
VA	5148445	02629841	McMullin CDP	57	S	2540910	19076	0.981	0.007	36.818696	-81.577295                                                                                                                    
VA	5148450	02584871	McNair CDP	57	S	5288647	45033	2.042	0.017	38.952199	-77.413578                                                                                                                      
VA	5148488	02391281	Madison town	43	A	612119	0	0.236	0.	38.379354	-78.258598                                                                                                                            
VA	5148520	02390106	Madison Heights CDP	57	S	49656147	732730	19.172	0.283	37.450301	-79.10821                                                                                                           
VA	5148776	02584872	Makemie Park CDP	57	S	2623369	0	1.013	0.	37.910618	-75.584486                                                                                                                       
VA	5148856	02807402	Mallow CDP	57	S	1711598	67005	0.661	0.026	37.766309	-79.972529                                                                                                                      
VA	5148952	01498430	Manassas city	25	A	25493247	146287	9.843	0.056	38.746808	-77.482633                                                                                                                 
VA	5148968	01498431	Manassas Park city	25	A	7857548	1609	3.034	0.001	38.769398	-77.442323                                                                                                               
VA	5148996	02584873	Manchester CDP	57	S	15348705	124657	5.926	0.048	37.4891	-77.543894                                                                                                                  
VA	5149144	02390118	Mantua CDP	57	S	6132685	56271	2.368	0.022	38.851738	-77.257505                                                                                                                      
VA	5149320	02584874	Mappsburg CDP	57	S	5865591	1215	2.265	0.	37.580467	-75.754901                                                                                                                       
VA	5149336	02584875	Mappsville CDP	57	S	2038349	0	0.787	0.	37.843366	-75.568752                                                                                                                         
VA	5149464	02391286	Marion town	43	A	12417589	111325	4.794	0.043	36.837393	-81.515664                                                                                                                   
VA	5149656	02584876	Marshall CDP	57	S	7469908	17060	2.884	0.007	38.866012	-77.837107                                                                                                                    
VA	5149784	01789072	Martinsville city	25	A	28374648	135578	10.956	0.052	36.683527	-79.863647                                                                                                            
VA	5149998	02584877	Mason Neck CDP	57	S	35895324	16466557	13.859	6.358	38.651011	-77.170525                                                                                                             
VA	5150020	02629754	Massanetta Springs CDP	57	S	12302211	182511	4.75	0.07	38.395013	-78.831621                                                                                                          
VA	5150030	02390129	Massanutten CDP	57	S	25650768	57093	9.904	0.022	38.411082	-78.727898                                                                                                                
VA	5150104	02629031	Mathews CDP	57	S	5137582	132621	1.984	0.051	37.443256	-76.327722                                                                                                                    
VA	5150136	02390133	Matoaca CDP	57	S	6657031	333823	2.57	0.129	37.23232	-77.467494                                                                                                                      
VA	5150200	02628838	Maurertown CDP	57	S	5599070	12200	2.162	0.005	38.93175	-78.464332                                                                                                                   
VA	5150312	02390137	Max Meadows CDP	57	S	11879201	95538	4.587	0.037	36.978941	-80.961796                                                                                                                
VA	5150568	02584878	Meadowbrook CDP	57	S	21108144	324076	8.15	0.125	37.430467	-77.474494                                                                                                                
VA	5150696	02807434	Meadows of Dan CDP	57	S	3095090	0	1.195	0.	36.73863	-80.397378                                                                                                                      
VA	5150760	02584879	Meadowview CDP	57	S	11319617	12777	4.371	0.005	36.763746	-81.88354                                                                                                                  
VA	5150840	02807407	Mechanicsburg CDP	57	S	1234710	589	0.477	0.	37.153269	-80.941822                                                                                                                    
VA	5150856	02389467	Mechanicsville CDP	57	S	73386199	345632	28.335	0.133	37.629896	-77.354756                                                                                                           
VA	5150984	02391295	Melfa town	43	A	754182	0	0.291	0.	37.648968	-75.740743                                                                                                                              
VA	5151096	02807452	Mendota CDP	57	S	2540887	19460	0.981	0.008	36.711121	-82.305688                                                                                                                     
VA	5151192	02389475	Merrifield CDP	57	S	6989357	16021	2.699	0.006	38.871977	-77.239668                                                                                                                  
VA	5151208	02389476	Merrimac CDP	57	S	4450758	5259	1.718	0.002	37.194866	-80.422011                                                                                                                     
VA	5151362	02584880	Metompkin CDP	57	S	2998258	0	1.158	0.	37.767122	-75.605423                                                                                                                          
VA	5151432	02584881	Middlebrook CDP	57	S	19191072	12705	7.41	0.005	38.06688	-79.233985                                                                                                                  
VA	5151448	02391297	Middleburg town	43	A	2686117	9875	1.037	0.004	38.970347	-77.740642                                                                                                                  
VA	5151512	02391300	Middletown town	43	A	2007356	1638	0.775	0.001	39.029093	-78.27778                                                                                                                   
VA	5151544	02584882	Midland CDP	57	S	10471884	21166	4.043	0.008	38.598482	-77.718967                                                                                                                    
VA	5151560	02807412	Midlothian CDP	57	S	22190503	186717	8.568	0.072	37.484382	-77.649577                                                                                                                
VA	5151848	02807403	Millboro CDP	57	S	3080537	0	1.189	0.	37.978509	-79.602209                                                                                                                           
VA	5152120	02391308	Mineral town	43	A	2300242	14136	0.888	0.005	38.007584	-77.906236                                                                                                                    
VA	5152408	02584883	Modest Town CDP	57	S	1527389	0	0.59	0.	37.81685	-75.56109                                                                                                                           
VA	5152536	02807404	Moneta CDP	57	S	9931002	31271	3.834	0.012	37.188235	-79.613363                                                                                                                      
VA	5152658	02389498	Montclair CDP	57	S	15554075	439068	6.005	0.17	38.6138	-77.341607                                                                                                                    
VA	5152680	02391311	Monterey town	43	A	815410	0	0.315	0.	38.411559	-79.580883                                                                                                                           
VA	5152904	02389501	Montrose CDP	57	S	8336008	196734	3.219	0.076	37.521263	-77.374851                                                                                                                   
VA	5152952	02391313	Montross town	43	A	2669200	1881	1.031	0.001	38.092416	-76.815885                                                                                                                    
VA	5152968	02629032	Montvale CDP	57	S	6251825	5318	2.414	0.002	37.385171	-79.725502                                                                                                                     
VA	5153030	02584884	Moorefield CDP	57	S	2941725	2166	1.136	0.001	38.998274	-77.492742                                                                                                                   
VA	5153480	02629811	Motley CDP	57	S	10265592	37606	3.964	0.015	37.065822	-79.349973                                                                                                                     
VA	5153584	02584885	Mountain Road CDP	57	S	22220714	90512	8.579	0.035	36.751561	-78.988343                                                                                                              
VA	5153832	02807444	Mount Clifton CDP	57	S	1156562	2064	0.447	0.001	38.760902	-78.721535                                                                                                                
VA	5153864	02391317	Mount Crawford town	43	A	1249781	46607	0.483	0.018	38.360875	-78.941035                                                                                                             
VA	5153944	02629812	Mount Hermon CDP	57	S	14572624	99644	5.627	0.038	36.668749	-79.422182                                                                                                               
VA	5153992	02391318	Mount Jackson town	43	A	9867157	66415	3.81	0.026	38.738878	-78.650918                                                                                                               
VA	5154120	02584886	Mount Sidney CDP	57	S	4302779	1045	1.661	0.	38.254993	-78.971323                                                                                                                    
VA	5154144	02389519	Mount Vernon CDP	57	S	13531430	2155316	5.225	0.832	38.713363	-77.105219                                                                                                             
VA	5154904	02391321	Narrows town	43	A	3280429	192087	1.267	0.074	37.331314	-80.809262                                                                                                                   
VA	5154984	02391322	Nassawadox town	43	A	1715273	0	0.662	0.	37.476294	-75.859176                                                                                                                        
VA	5155000	02584887	Nathalie CDP	57	S	7714628	59028	2.979	0.023	36.947736	-78.933256                                                                                                                    
VA	5155208	02813342	Navy CDP	57	S	3513796	43313	1.357	0.017	38.889159	-77.3909                                                                                                                          
VA	5155400	02584888	Nellysford CDP	57	S	24929486	122943	9.625	0.047	37.923529	-78.893525                                                                                                                
VA	5155448	02584889	Nelsonia CDP	57	S	4517008	0	1.744	0.	37.822459	-75.589492                                                                                                                           
VA	5155528	02584890	New Baltimore CDP	57	S	31106784	659732	12.01	0.255	38.741949	-77.716933                                                                                                             
VA	5155592	02391323	New Castle town	43	A	427012	4212	0.165	0.002	37.500992	-80.111017                                                                                                                   
VA	5155608	02584891	New Church CDP	57	S	4901099	5782	1.892	0.002	37.983247	-75.529065                                                                                                                   
VA	5155720	02584892	New Hope CDP	57	S	14983380	20502	5.785	0.008	38.192528	-78.894727                                                                                                                   
VA	5155752	02389550	Newington CDP	57	S	11866298	109735	4.582	0.042	38.734112	-77.19787                                                                                                                  
VA	5155758	02584893	Newington Forest CDP	57	S	8582992	116743	3.314	0.045	38.738024	-77.23522                                                                                                            
VA	5155800	02628839	New Kent CDP	57	S	11626583	0	4.489	0.	37.509481	-76.986249                                                                                                                          
VA	5155848	02391326	New Market town	43	A	5234118	35928	2.021	0.014	38.645218	-78.671066                                                                                                                 
VA	5156000	01498555	Newport News city	25	A	178679454	131135058	68.989	50.632	37.076136	-76.52198                                                                                                        
VA	5156048	02584894	New River CDP	57	S	1018661	1015	0.393	0.	37.142945	-80.595817                                                                                                                       
VA	5156096	02391330	Newsoms town	43	A	1294486	0	0.5	0.	36.626208	-77.124837                                                                                                                             
VA	5156304	02391331	Nickelsville town	43	A	1240923	2624	0.479	0.001	36.748813	-82.417187                                                                                                                
VA	5156464	02389557	Nokesville CDP	57	S	24800238	149497	9.575	0.058	38.692987	-77.576441                                                                                                                
VA	5157000	01498557	Norfolk city	25	A	137981431	111701531	53.275	43.128	36.923015	-76.244641                                                                                                            
VA	5157368	02807399	North Garden CDP	57	S	7333694	17811	2.832	0.007	37.962708	-78.631109                                                                                                                
VA	5157531	02389583	North Shore CDP	57	S	36206699	16780775	13.979	6.479	37.083143	-79.648409                                                                                                            
VA	5157560	02389584	North Springfield CDP	57	S	3952723	25556	1.526	0.01	38.80285	-77.201073                                                                                                             
VA	5157688	01498434	Norton city	25	A	19366113	89335	7.477	0.034	36.931549	-82.625996                                                                                                                    
VA	5157870	02628840	Nottoway Court House CDP	57	S	3245175	1045	1.253	0.	37.127148	-78.071119                                                                                                            
VA	5158104	02584895	Oak Grove CDP	57	S	3028637	8213	1.169	0.003	38.983354	-77.41549                                                                                                                     
VA	5158184	02584896	Oak Hall CDP	57	S	2837375	0	1.096	0.	37.930782	-75.54691                                                                                                                            
VA	5158312	02389601	Oak Level CDP	57	S	15720265	3463	6.07	0.001	36.794846	-79.94143                                                                                                                     
VA	5158472	02389606	Oakton CDP	57	S	25287731	88071	9.764	0.034	38.889444	-77.302226                                                                                                                     
VA	5158696	02391340	Occoquan town	43	A	448078	124232	0.173	0.048	38.681729	-77.261861                                                                                                                   
VA	5159336	02391345	Onancock town	43	A	2710509	4876	1.047	0.002	37.709993	-75.74367                                                                                                                     
VA	5159364	02804166	One Loudoun CDP	57	S	1641096	5708	0.634	0.002	39.050396	-77.454839                                                                                                                  
VA	5159384	02391346	Onley town	43	A	2071236	22645	0.8	0.009	37.691325	-75.717141                                                                                                                        
VA	5159416	02584897	Opal CDP	57	S	8124511	65695	3.137	0.025	38.615731	-77.8098                                                                                                                          
VA	5159496	02391347	Orange town	43	A	8705736	43763	3.361	0.017	38.247845	-78.113187                                                                                                                     
VA	5159752	02807474	Osaka CDP	57	S	1117472	0	0.431	0.	36.951465	-82.814429                                                                                                                              
VA	5160296	02391349	Painter town	43	A	1685472	0	0.651	0.	37.585184	-75.783759                                                                                                                           
VA	5160392	02629033	Palmyra CDP	57	S	3665308	22061	1.415	0.009	37.866371	-78.257592                                                                                                                     
VA	5160488	02391350	Pamplin City town	43	A	817490	2157	0.316	0.001	37.266276	-78.683736                                                                                                                 
VA	5160512	02584899	Pantops CDP	57	S	6006124	178468	2.319	0.069	38.032595	-78.444804                                                                                                                    
VA	5160536	02807415	Paris CDP	57	S	654738	4246	0.253	0.002	39.001281	-77.950097                                                                                                                         
VA	5160680	02391351	Parksley town	43	A	1596361	0	0.616	0.	37.786303	-75.653904                                                                                                                          
VA	5160840	02584900	Parrott CDP	57	S	8574567	905098	3.311	0.349	37.214092	-80.631778                                                                                                                    
VA	5160888	02629843	Passapatanzy CDP	57	S	5277615	10364	2.038	0.004	38.294631	-77.332207                                                                                                                
VA	5160920	02584901	Pastoria CDP	57	S	5721215	27584	2.209	0.011	37.744993	-75.635769                                                                                                                    
VA	5160984	02389646	Patrick Springs CDP	57	S	40251857	0	15.541	0.	36.634348	-80.198515                                                                                                                  
VA	5161208	02391354	Pearisburg town	43	A	8268224	11580	3.192	0.004	37.328683	-80.727293                                                                                                                 
VA	5161336	02391355	Pembroke town	43	A	2812463	0	1.086	0.	37.321876	-80.636501                                                                                                                          
VA	5161464	02389656	Penhook CDP	57	S	28962345	4129603	11.182	1.594	36.992451	-79.637553                                                                                                                 
VA	5161560	02391356	Pennington Gap town	43	A	4319673	46454	1.668	0.018	36.757624	-83.035295                                                                                                             
VA	5161832	01498435	Petersburg city	25	A	58845730	577678	22.72	0.223	37.20473	-77.392368                                                                                                                
VA	5161896	02391359	Phenix town	43	A	2986979	0	1.153	0.	37.081059	-78.7485                                                                                                                              
VA	5162264	02389669	Pimmit Hills CDP	57	S	3841659	0	1.483	0.	38.910532	-77.199144                                                                                                                       
VA	5162738	02584902	Piney Mountain CDP	57	S	2972432	66396	1.148	0.026	38.162134	-78.411071                                                                                                              
